# index, as_id, _pos
606,3819,"array([3.29056852, 5.96094781])"
607,3820,"array([3.26909882, 5.34802406])"
608,7928,"array([3.60634744, 5.16611809])"
609,6334,"array([3.2070124 , 5.79067209])"
610,6335,"array([3.32523196, 5.51349533])"
611,611,"array([2.84442264, 4.81131652])"
612,3824,"array([3.21730205, 5.71789309])"
613,613,"array([2.93811708, 5.67823525])"
614,7929,"array([3.23973503, 5.44539621])"
615,10855,"array([3.11165587, 5.66220058])"
616,10302,"array([3.02728682, 5.76072015])"
617,3828,"array([3.15453506, 5.69360797])"
618,10303,"array([3.29987648, 5.53393933])"
619,6340,"array([3.29588411, 5.87909157])"
620,3831,"array([3.08081909, 5.49958978])"
621,7933,"array([3.42575519, 5.69541252])"
622,3833,"array([3.12552785, 5.72406916])"
623,6342,"array([3.30559024, 6.23370069])"
624,7934,"array([3.66256294, 5.63601898])"
625,625,"array([3.32559505, 5.62763055])"
626,3836,"array([3.20327942, 6.13200815])"
627,10304,"array([3.30736401, 5.47858647])"
628,3838,"array([3.3331183 , 5.42692714])"
629,3839,"array([3.51448332, 5.80232124])"
630,6345,"array([3.14824547, 5.37154855])"
631,10305,"array([3.14992452, 5.85521104])"
632,6347,"array([2.91497951, 5.57746975])"
633,6348,"array([3.3808161 , 5.77252548])"
634,3844,"array([3.25620028, 5.64601512])"
635,3845,"array([2.99075302, 5.88392317])"
636,636,"array([2.76168085, 6.33241143])"
637,3846,"array([2.89403416, 5.8479376 ])"
638,3847,"array([3.17527094, 5.53427729])"
639,6349,"array([2.76189605, 5.80470911])"
640,6350,"array([2.74841748, 5.40961803])"
641,3850,"array([3.00124152, 5.58245456])"
642,3851,"array([2.90489268, 5.79599117])"
643,6351,"array([3.49129491, 5.42479692])"
644,6352,"array([3.11407532, 5.51534265])"
645,10306,"array([3.73935767, 5.95516668])"
646,3855,"array([3.13006171, 5.16995584])"
647,6354,"array([3.17985549, 5.49729999])"
648,3857,"array([2.97347117, 5.50263301])"
649,6355,"array([3.35433376, 5.79377529])"
650,3859,"array([2.75846295, 6.42219855])"
651,7938,"array([3.0624718 , 5.21100408])"
652,3861,"array([2.80319177, 6.450549  ])"
653,3862,"array([3.0522962 , 6.40125847])"
654,3863,"array([2.98169667, 6.53518488])"
655,655,"array([2.92180556, 6.35412932])"
656,3864,"array([2.85259552, 6.47440181])"
657,3865,"array([2.83671001, 6.3567619 ])"
658,3866,"array([2.87497006, 6.30790896])"
659,3867,"array([2.83005423, 6.40942281])"
660,3868,"array([2.94817763, 6.49142616])"
661,3869,"array([2.97244084, 6.49605698])"
662,3870,"array([2.82773415, 6.27504111])"
663,3871,"array([2.78208038, 6.35304554])"
664,6357,"array([2.85610551, 5.76166321])"
665,3873,"array([3.03106869, 6.51157442])"
666,3874,"array([2.92137332, 6.53071182])"
667,3875,"array([2.83730011, 6.51131507])"
668,668,"array([3.03053089, 5.6295677 ])"
669,3876,"array([2.99037243, 6.48019773])"
670,3877,"array([3.05274499, 6.45515129])"
671,3878,"array([2.7990422 , 6.37753522])"
672,3879,"array([2.90288717, 6.47914799])"
673,3880,"array([2.89576565, 6.45474412])"
674,3881,"array([2.81440087, 6.30649579])"
675,3882,"array([2.92667548, 6.43552049])"
676,676,"array([3.80856326, 5.33709337])"
677,3883,"array([2.86188038, 6.27409649])"
678,3884,"array([2.84999235, 6.45124467])"
679,679,"array([3.57836725, 4.98488541])"
680,3885,"array([3.01480005, 6.38604089])"
681,681,"array([3.57310209, 5.70859005])"
682,3886,"array([2.87679981, 6.41872451])"
683,683,"array([3.00687454, 5.44343775])"
684,684,"array([2.9289616 , 4.99024132])"
685,685,"array([3.3548908 , 5.54493539])"
686,686,"array([3.07157321, 6.14782866])"
687,687,"array([2.88176719, 5.93917859])"
688,3887,"array([2.77844809, 6.46546943])"
689,3888,"array([2.92502021, 6.41059701])"
690,3889,"array([2.79629622, 6.28490226])"
691,3890,"array([2.75167198, 6.39360262])"
692,3891,"array([2.96536908, 6.46997976])"
693,3892,"array([2.93644374, 6.51318649])"
694,3893,"array([3.03954837, 6.43043648])"
695,3894,"array([3.06466492, 6.4270232 ])"
696,3895,"array([2.81124913, 6.50147972])"
697,6358,"array([3.28274215, 5.89103182])"
698,6359,"array([3.2655698 , 5.50871524])"
699,10741,"array([3.21636068, 5.58931726])"
700,700,"array([3.32784087, 5.53085746])"
701,701,"array([3.09073729, 5.40200857])"
702,702,"array([3.41416152, 5.1748638 ])"
703,703,"array([3.4874002 , 5.51775453])"
704,3899,"array([2.900614  , 5.77955392])"
705,705,"array([2.90478741, 5.20358735])"
706,3900,"array([3.25570047, 5.56452224])"
707,10742,"array([3.26516002, 5.3052143 ])"
708,6362,"array([2.92065792, 5.44733209])"
709,3903,"array([2.45972047, 5.27414451])"
710,3904,"array([2.85376256, 5.37616001])"
711,3905,"array([3.14246178, 6.01869496])"
712,7941,"array([3.08150624, 5.38033167])"
713,6364,"array([3.12617982, 5.65042446])"
714,714,"array([2.96250393, 5.68961084])"
715,715,"array([2.99033981, 5.72950155])"
716,6365,"array([2.81458447, 5.4954202 ])"
717,3909,"array([3.02124683, 5.78884615])"
718,10819,"array([3.26470911, 5.54944163])"
719,719,"array([3.22729307, 5.01329924])"
720,3911,"array([3.37888004, 5.71609801])"
721,721,"array([2.96099648, 5.96184856])"
722,3912,"array([2.98020985, 5.62139983])"
723,6367,"array([2.86883067, 5.77338725])"
724,724,"array([2.91169691, 5.99771536])"
725,3914,"array([3.19095796, 5.49034976])"
726,3915,"array([3.17267896, 5.57308904])"
727,6368,"array([3.27559256, 5.8332191 ])"
728,6369,"array([3.27751359, 5.92673764])"
729,7943,"array([3.26385841, 5.493628  ])"
730,6371,"array([3.23385003, 5.39655905])"
731,6372,"array([3.02512298, 5.57765796])"
732,6373,"array([3.40378481, 5.73668686])"
733,10601,"array([3.38794298, 5.63755203])"
734,6375,"array([3.10180028, 5.91913774])"
735,6376,"array([3.11048795, 5.52633256])"
736,3925,"array([3.23031673, 5.66892504])"
737,6377,"array([2.84406708, 5.14614114])"
738,10311,"array([3.34132197, 5.52873437])"
739,6379,"array([2.81292071, 5.62907986])"
740,6380,"array([3.49843338, 5.63660116])"
741,6381,"array([3.53282192, 5.66821013])"
742,3931,"array([3.4275884, 5.7429266])"
743,3932,"array([3.25067507, 5.49659876])"
744,744,"array([3.03937604, 6.33594766])"
745,745,"array([3.11284289, 5.96751592])"
746,6382,"array([3.47361315, 5.66401123])"
747,6383,"array([3.47090961, 5.70579054])"
748,3935,"array([3.49495408, 5.67091376])"
749,3936,"array([3.5321135 , 5.46754091])"
750,3937,"array([3.28334285, 5.40371165])"
751,6384,"array([3.5034654 , 5.68296397])"
752,6385,"array([3.59300965, 5.66453441])"
753,3940,"array([3.44720543, 5.59811734])"
754,6386,"array([3.56135847, 5.75130478])"
755,6387,"array([3.51876265, 5.72511032])"
756,6388,"array([3.50094993, 5.73161777])"
757,7946,"array([3.02454467, 5.52381995])"
758,6390,"array([2.88489359, 5.77162921])"
759,6391,"array([3.02096749, 5.43335288])"
760,760,"array([3.37219742, 4.61840507])"
761,6392,"array([2.80966435, 5.58209529])"
762,762,"array([2.69374515, 5.31239999])"
763,763,"array([3.26589116, 5.85810048])"
764,764,"array([3.17763784, 4.78879393])"
765,10820,"array([3.32760576, 5.79759772])"
766,766,"array([3.60085879, 5.29835872])"
767,6394,"array([3.16174381, 5.51867169])"
768,3950,"array([2.82887735, 5.32612301])"
769,3951,"array([2.95262659, 5.5212723 ])"
770,6395,"array([3.21974306, 5.63343463])"
771,6396,"array([2.97606854, 5.80870029])"
772,772,"array([3.03173183, 6.47287721])"
773,10603,"array([3.09291517, 5.19734744])"
774,7949,"array([2.8391259 , 5.51120452])"
775,3956,"array([3.28472477, 6.16199848])"
776,3957,"array([3.34652807, 5.41241633])"
777,10314,"array([3.36385201, 5.8323445 ])"
778,6400,"array([3.37632719, 5.3596101 ])"
779,6401,"array([2.67903317, 5.07974977])"
780,6402,"array([2.99482722, 5.70960842])"
781,3962,"array([3.27590514, 5.74216842])"
782,3963,"array([2.72059429, 5.04520084])"
783,3964,"array([2.60025208, 5.03618737])"
784,7951,"array([3.16821886, 5.90195293])"
785,6404,"array([2.90782141, 5.31346925])"
786,786,"array([3.40504657, 5.32002104])"
787,3967,"array([3.22610865, 5.45847219])"
788,6405,"array([3.00080875, 5.42026692])"
789,789,"array([3.30349966, 5.10670296])"
790,790,"array([3.22599085, 5.13334089])"
791,6406,"array([3.07905972, 5.33440273])"
792,3970,"array([3.45156499, 5.26828899])"
793,6407,"array([2.75261802, 4.99208358])"
794,10604,"array([2.97739799, 5.89707242])"
795,6409,"array([2.76734498, 5.52613826])"
796,6410,"array([3.05138523, 5.49961937])"
797,6411,"array([3.33513668, 5.64671088])"
798,3976,"array([3.34797658, 5.72316418])"
799,6412,"array([3.72357691, 5.4334086 ])"
800,800,"array([2.98157142, 4.98875854])"
801,6413,"array([2.84264823, 5.75244901])"
802,802,"array([2.76285611, 4.94334871])"
803,803,"array([2.98087055, 4.96169336])"
804,10316,"array([2.96767453, 5.1882214 ])"
805,7954,"array([2.91757213, 5.21444763])"
806,10317,"array([3.1106041 , 5.50446596])"
807,10318,"array([3.98888473, 5.72583167])"
808,808,"array([2.81028976, 4.90717418])"
809,7957,"array([3.0222799 , 5.80745857])"
810,6419,"array([2.89535415, 5.52171772])"
811,7958,"array([3.06987612, 5.31901993])"
812,812,"array([2.87534758, 5.33823156])"
813,813,"array([2.61857206, 5.01052018])"
814,814,"array([2.7994531 , 5.34123968])"
815,815,"array([2.73386741, 5.23453888])"
816,816,"array([2.75066752, 5.12521354])"
817,817,"array([2.70899309, 5.01307385])"
818,7959,"array([2.84050216, 5.31636776])"
819,7960,"array([3.09211653, 5.4412635 ])"
820,6423,"array([3.40340722, 5.6271923 ])"
821,10319,"array([3.29299976, 5.68299057])"
822,6425,"array([3.3662667 , 5.50621218])"
823,7962,"array([3.38845721, 5.2254809 ])"
824,6427,"array([2.8999762 , 5.71064945])"
825,6428,"array([2.6819476 , 5.63830641])"
826,826,"array([2.76096596, 4.7687565 ])"
827,3994,"array([3.43856251, 5.71385885])"
828,6429,"array([3.34718919, 5.84295451])"
829,6430,"array([2.94968227, 5.24881801])"
830,6431,"array([3.01348491, 5.56389073])"
831,831,"array([2.9306771 , 5.01920171])"
832,6432,"array([3.07933307, 5.45026487])"
833,3999,"array([2.732868  , 6.03494077])"
834,834,"array([2.85257453, 4.95026916])"
835,4000,"array([3.50895692, 5.36808023])"
836,4001,"array([3.39904706, 5.77871137])"
837,4002,"array([3.68081974, 5.35288614])"
838,838,"array([2.9502084 , 4.92344815])"
839,839,"array([2.71354318, 5.19583133])"
840,4003,"array([3.49364504, 5.79922476])"
841,841,"array([2.88109532, 4.78009975])"
842,4004,"array([3.5555869 , 5.47025023])"
843,4005,"array([3.60464127, 5.3978155 ])"
844,4006,"array([3.18432642, 5.42882425])"
845,6433,"array([3.00163251, 5.72328946])"
846,6434,"array([2.87112975, 5.58469017])"
847,6435,"array([2.89097544, 5.34079327])"
848,4010,"array([3.00239961, 5.34942224])"
849,10605,"array([3.76178636, 5.85393227])"
850,6437,"array([3.11509125, 5.57327727])"
851,7964,"array([3.25644108, 5.24150573])"
852,852,"array([2.85326566, 5.31017479])"
853,10606,"array([3.73263229, 5.85992683])"
854,854,"array([2.90194468, 5.00889785])"
855,855,"array([2.92744308, 4.94414466])"
856,4015,"array([2.838507 , 5.7993966])"
857,7966,"array([2.86927528, 5.61829871])"
858,4017,"array([2.49528924, 5.5079622 ])"
859,6441,"array([3.33581101, 5.45091438])"
860,10745,"array([3.15269794, 5.21332961])"
861,10608,"array([2.92961386, 5.76152792])"
862,10609,"array([2.85982425, 5.59347013])"
863,10325,"array([3.39357681, 5.35940177])"
864,10326,"array([3.31394728, 5.69504922])"
865,10746,"array([2.99184398, 5.63722833])"
866,6448,"array([3.24397738, 5.20024648])"
867,6449,"array([2.9303017 , 5.83235525])"
868,7973,"array([2.67742145, 5.84047832])"
869,6451,"array([3.23871138, 5.70765892])"
870,10821,"array([3.21458452, 5.86715321])"
871,6453,"array([3.48247226, 5.30053978])"
872,10329,"array([2.67714236, 5.1911281 ])"
873,6455,"array([3.12280422, 5.30805679])"
874,6456,"array([3.14604765, 5.56913505])"
875,9999,"array([2.83062242, 5.21677892])"
876,6458,"array([3.51007798, 5.51637972])"
877,6459,"array([2.9772285 , 5.46735019])"
878,6460,"array([3.27324606, 5.44032115])"
879,6461,"array([3.286439  , 5.51101695])"
880,4039,"array([3.20232579, 5.49866999])"
881,4040,"array([3.57609995, 6.23724622])"
882,6462,"array([2.8283286 , 5.23852859])"
883,6463,"array([2.84403033, 5.29429857])"
884,4043,"array([2.91187086, 5.83202785])"
885,7977,"array([3.23402337, 5.78961348])"
886,4045,"array([2.86205738, 5.54171445])"
887,6465,"array([2.87594516, 5.85807523])"
888,10330,"array([2.98601492, 5.36016142])"
889,6467,"array([3.14685687, 5.66150405])"
890,6468,"array([3.24363187, 5.27684436])"
891,6469,"array([3.17484099, 5.52381244])"
892,6470,"array([3.33237323, 5.66760249])"
893,4052,"array([3.15660613, 5.67819552])"
894,6471,"array([3.24143874, 5.17973949])"
895,6472,"array([2.99455284, 5.67417985])"
896,7979,"array([3.09578375, 5.24942259])"
897,6474,"array([3.10491677, 5.40295926])"
898,4057,"array([3.28343031, 5.82055488])"
899,4058,"array([3.40080766, 5.60935549])"
900,7980,"array([3.71372182, 5.60000372])"
901,4060,"array([3.56243948, 6.27672992])"
902,6476,"array([3.01055684, 5.14778125])"
903,6477,"array([3.16994521, 5.20732704])"
904,6478,"array([3.24334496, 5.51791265])"
905,6479,"array([2.87473862, 5.43069144])"
906,6480,"array([3.36286335, 5.56495115])"
907,6481,"array([3.07129263, 5.97672845])"
908,6482,"array([3.1592838 , 5.57593067])"
909,7981,"array([2.9040799 , 5.37327687])"
910,6484,"array([3.16362528, 5.78048477])"
911,7982,"array([2.90544442, 5.67633856])"
912,10331,"array([3.67764561, 5.47777637])"
913,6487,"array([3.59454454, 5.69907549])"
914,6488,"array([3.32527738, 5.77993659])"
915,7984,"array([3.69453262, 5.31261197])"
916,7985,"array([3.40214185, 5.26340577])"
917,10332,"array([3.07814128, 5.41671077])"
918,10333,"array([2.9518479 , 5.82910475])"
919,6493,"array([2.90007362, 5.11630132])"
920,6494,"array([3.02501971, 5.71415616])"
921,6495,"array([3.36332275, 6.2142951 ])"
922,6496,"array([2.93891101, 5.57587665])"
923,10334,"array([3.10034974, 5.33231944])"
924,10335,"array([3.5892465 , 5.41352943])"
925,6499,"array([2.89662736, 5.61041181])"
926,10748,"array([2.96378495, 5.43628638])"
927,6501,"array([3.35390689, 5.45721477])"
928,6502,"array([2.92352087, 5.62942491])"
929,6503,"array([3.23346645, 6.09007734])"
930,10337,"array([3.14410566, 5.59988049])"
931,6505,"array([3.65471178, 5.56556908])"
932,7992,"array([2.65630749, 5.22609306])"
933,6507,"array([3.45101212, 5.66116469])"
934,6508,"array([3.06128637, 5.09470713])"
935,6509,"array([2.91147745, 5.17921001])"
936,7993,"array([3.67467042, 5.3059256 ])"
937,10613,"array([2.86679336, 5.27056587])"
938,6512,"array([3.24389533, 5.76059249])"
939,10339,"array([2.90822554, 5.51262291])"
940,7996,"array([2.6262825, 5.4409062])"
941,6515,"array([3.01914513, 5.13195323])"
942,7997,"array([3.85653503, 5.42138563])"
943,6517,"array([2.77165411, 5.50736794])"
944,10614,"array([3.03854876, 5.77540417])"
945,10749,"array([2.71984133, 5.64465293])"
946,8000,"array([3.268135  , 5.45274228])"
947,6521,"array([3.17779887, 5.63807198])"
948,8001,"array([3.27219424, 5.25556463])"
949,8002,"array([3.21421163, 5.45296521])"
950,10342,"array([3.21940232, 5.27434663])"
951,6525,"array([3.15730364, 5.42283012])"
952,10616,"array([3.11833524, 5.39600697])"
953,6527,"array([3.30510213, 5.71278319])"
954,8005,"array([3.22806228, 5.50154265])"
955,10750,"array([3.45558112, 5.37011678])"
956,8007,"array([3.24308819, 6.26962575])"
957,8008,"array([3.29154897, 5.7459579 ])"
958,8009,"array([3.12596014, 5.4871614 ])"
959,6533,"array([2.89622328, 5.24223551])"
960,6534,"array([3.33305272, 5.8710896 ])"
961,6535,"array([3.47073036, 5.79946016])"
962,6536,"array([3.41674459, 5.78771821])"
963,6537,"array([3.4629888 , 6.19363098])"
964,8010,"array([2.86860121, 5.20813467])"
965,6539,"array([2.75848584, 5.09948992])"
966,4125,"array([2.99429811, 6.50748623])"
967,6540,"array([2.9487755 , 5.74808376])"
968,6541,"array([3.19554146, 5.47848756])"
969,4128,"array([3.38333994, 5.41055107])"
970,4129,"array([3.15832907, 5.7077718 ])"
971,4130,"array([2.73461891, 5.99948605])"
972,6542,"array([3.2942068 , 5.80856055])"
973,6543,"array([3.73476086, 5.71062072])"
974,4133,"array([2.92414598, 5.46238654])"
975,4134,"array([3.36281085, 5.7361589 ])"
976,8011,"array([2.74429195, 5.43137787])"
977,4136,"array([3.13839775, 5.49529442])"
978,4137,"array([2.84298803, 5.33886603])"
979,6545,"array([3.38760876, 5.58034304])"
980,8012,"array([3.12489335, 5.24602237])"
981,6547,"array([2.82759083, 5.44221918])"
982,8013,"array([3.09225629, 5.28395977])"
983,6549,"array([3.39898644, 5.71259741])"
984,4143,"array([2.56043604, 5.16132825])"
985,10345,"array([3.05870341, 5.86449909])"
986,6551,"array([2.85999544, 5.7385939 ])"
987,6552,"array([3.28480837, 5.72299832])"
988,6553,"array([3.20706838, 5.36852291])"
989,4148,"array([2.58426189, 5.52493502])"
990,6554,"array([3.25470749, 5.44572568])"
991,4150,"array([2.93541466, 5.39099112])"
992,4151,"array([2.90188152, 5.27911772])"
993,4152,"array([2.74161617, 5.16190427])"
994,6555,"array([2.97717283, 5.70512878])"
995,8015,"array([2.84210365, 5.64263961])"
996,8016,"array([2.71174843, 5.49861173])"
997,8017,"array([2.71283802, 5.56919621])"
998,8018,"array([2.92180444, 5.42570843])"
999,4158,"array([3.64747287, 6.07013555])"
1000,10618,"array([2.66130725, 5.37535127])"
1001,6561,"array([3.30542595, 5.41488121])"
1002,6562,"array([3.0062652 , 5.59901896])"
1003,6563,"array([3.17471402, 5.58758921])"
1004,10347,"array([2.88900821, 5.53921827])"
1005,6565,"array([3.34598561, 5.63161298])"
1006,6566,"array([3.17159945, 5.55735922])"
1007,6567,"array([2.62826708, 5.72116184])"
1008,4167,"array([3.23175267, 5.7730541 ])"
1009,6568,"array([3.72609318, 5.40782327])"
1010,6569,"array([3.40990346, 5.83861943])"
1011,6570,"array([3.08956516, 5.65010242])"
1012,6571,"array([2.73129017, 5.69982768])"
1013,8021,"array([3.1653796 , 5.76738596])"
1014,8022,"array([3.16817285, 5.31971694])"
1015,8023,"array([2.96043007, 5.13999956])"
1016,6575,"array([3.12202015, 5.53751757])"
1017,6576,"array([2.80243551, 5.74566404])"
1018,6577,"array([3.18145521, 5.76672518])"
1019,4178,"array([3.63872814, 5.38088282])"
1020,8024,"array([3.32438639, 6.44125321])"
1021,10348,"array([3.36170413, 5.26258431])"
1022,4181,"array([3.19227786, 5.73869966])"
1023,6580,"array([3.14455915, 5.54767851])"
1024,4183,"array([3.28748388, 5.43858818])"
1025,10349,"array([3.79967187, 5.68176356])"
1026,6582,"array([3.06252256, 5.41534471])"
1027,6583,"array([3.19869146, 5.34118851])"
1028,4187,"array([3.12502779, 5.58225359])"
1029,6584,"array([3.2340413 , 5.90914832])"
1030,4189,"array([2.64975843, 5.64072132])"
1031,10873,"array([3.16720795, 5.36981222])"
1032,4191,"array([3.3389952 , 5.88878378])"
1033,6586,"array([2.99825682, 5.90030819])"
1034,4193,"array([3.01369172, 5.82895801])"
1035,6587,"array([3.17579445, 5.73604973])"
1036,4195,"array([2.78649086, 5.27560773])"
1037,6588,"array([3.20264049, 5.3265294 ])"
1038,4197,"array([3.53977419, 5.44890931])"
1039,4198,"array([3.20391194, 5.18816488])"
1040,6589,"array([2.83658376, 5.27886896])"
1041,4200,"array([2.99377719, 5.51441174])"
1042,4201,"array([2.66838025, 5.51354358])"
1043,6590,"array([3.20889659, 6.27329225])"
1044,4203,"array([3.16826583, 5.47636154])"
1045,6591,"array([3.36393933, 5.84963774])"
1046,4205,"array([3.11834677, 5.70498752])"
1047,6592,"array([3.30077016, 5.46435244])"
1048,6593,"array([3.07267737, 5.18451817])"
1049,4208,"array([3.08415459, 5.59874747])"
1050,8028,"array([3.40358941, 5.45955824])"
1051,6595,"array([3.18821739, 5.7782389 ])"
1052,10823,"array([3.0765971 , 5.95079763])"
1053,6597,"array([3.13116091, 5.62748974])"
1054,4213,"array([3.56179106, 5.52958836])"
1055,4214,"array([3.00240571, 6.43239192])"
1056,6598,"array([3.16813282, 5.87499115])"
1057,4216,"array([3.00306636, 6.46115562])"
1058,4217,"array([2.92609976, 6.48697498])"
1059,10352,"array([2.67780963, 5.44640474])"
1060,4219,"array([2.96243097, 6.51770282])"
1061,6600,"array([3.38389178, 5.86545787])"
1062,4221,"array([2.80626501, 6.40252158])"
1063,4222,"array([2.99292525, 5.3241446 ])"
1064,4223,"array([2.96234093, 5.2306966 ])"
1065,6601,"array([2.99462433, 5.37223496])"
1066,6602,"array([3.22089678, 5.49058223])"
1067,6603,"array([2.95422957, 5.19956667])"
1068,6604,"array([3.06211156, 5.7284515 ])"
1069,10621,"array([2.79936781, 5.61334069])"
1070,6606,"array([3.07704337, 5.71625179])"
1071,4230,"array([3.6398971 , 5.51242667])"
1072,4231,"array([3.20404932, 5.60655238])"
1073,4232,"array([2.75880992, 5.58198868])"
1074,6607,"array([3.00918019, 5.67697073])"
1075,10354,"array([3.64781044, 5.17073502])"
1076,10355,"array([3.17276046, 5.38663149])"
1077,10622,"array([3.02933806, 5.20821888])"
1078,10357,"array([2.60679131, 5.7579735 ])"
1079,8036,"array([3.17221441, 6.02582652])"
1080,4239,"array([2.75547298, 5.53832159])"
1081,8037,"array([3.04479575, 5.87661582])"
1082,6614,"array([2.98646761, 5.25205893])"
1083,8038,"array([3.02259484, 5.19148954])"
1084,4243,"array([3.1805399 , 5.78994366])"
1085,8039,"array([3.02141547, 5.47511661])"
1086,10358,"array([3.30171575, 5.73088733])"
1087,6618,"array([3.40844634, 5.44306292])"
1088,4247,"array([2.75289018, 5.69787149])"
1089,6619,"array([3.5694889 , 5.83591679])"
1090,6620,"array([2.99973491, 5.57084894])"
1091,6621,"array([3.31668599, 5.3830933 ])"
1092,4251,"array([3.73964899, 5.65432318])"
1093,4252,"array([2.65986479, 5.12586971])"
1094,8041,"array([2.84558568, 5.58530324])"
1095,6623,"array([3.12017055, 5.63693051])"
1096,10359,"array([2.89725113, 5.44906346])"
1097,8043,"array([3.20182167, 5.70023233])"
1098,4257,"array([2.88213081, 5.22989495])"
1099,4258,"array([2.95315553, 5.67282403])"
1100,4259,"array([3.04641778, 5.61693817])"
1101,10904,"array([3.39081173, 6.00980465])"
1102,4261,"array([2.90576763, 5.53267649])"
1103,1103,"array([3.64898422, 5.18609664])"
1104,1104,"array([3.68149512, 5.13530256])"
1105,4262,"array([3.17044448, 5.25041892])"
1106,4263,"array([3.29682072, 5.28598305])"
1107,10361,"array([3.11758428, 5.68431089])"
1108,8046,"array([2.8797316 , 5.78835546])"
1109,6629,"array([3.02413771, 5.34016025])"
1110,6630,"array([3.40503774, 5.69341428])"
1111,10362,"array([3.69016523, 5.73538337])"
1112,4269,"array([3.32417541, 5.24204118])"
1113,1113,"array([3.36026216, 4.67317922])"
1114,1114,"array([3.39156327, 4.66394391])"
1115,4270,"array([3.7072911 , 5.57331122])"
1116,4271,"array([3.01157422, 5.20648152])"
1117,1117,"array([3.3794144 , 4.69201189])"
1118,6632,"array([2.91879196, 5.50299255])"
1119,1119,"array([3.33590944, 4.69197851])"
1120,1120,"array([3.42005685, 4.68496496])"
1121,6633,"array([2.70406681, 5.34863795])"
1122,4274,"array([3.64318409, 5.28223514])"
1123,6634,"array([3.23812062, 5.8782314 ])"
1124,1124,"array([4.01602122, 5.04452712])"
1125,6635,"array([2.83000892, 5.30058926])"
1126,1126,"array([3.87148216, 5.09953945])"
1127,4277,"array([2.886422  , 5.21245779])"
1128,4278,"array([3.00889259, 5.47866917])"
1129,1129,"array([3.05397941, 5.11422279])"
1130,4279,"array([3.10451678, 5.60057047])"
1131,8048,"array([3.40446731, 5.49864266])"
1132,4281,"array([3.2469158 , 5.89352491])"
1133,1133,"array([3.07063475, 5.15568924])"
1134,6637,"array([2.93008563, 5.85604822])"
1135,4283,"array([3.37499381, 5.90165206])"
1136,1136,"array([3.73959232, 5.10026305])"
1137,1137,"array([3.82590332, 4.93385803])"
1138,1138,"array([3.49403054, 5.40373329])"
1139,4284,"array([3.24912963, 5.85174954])"
1140,1140,"array([3.70899533, 5.1259087 ])"
1141,4285,"array([3.43072785, 5.65970101])"
1142,4286,"array([3.36836579, 5.70023534])"
1143,6638,"array([2.7804286 , 5.16058638])"
1144,6639,"array([3.45902229, 5.29840688])"
1145,6640,"array([3.02759339, 5.37674588])"
1146,6641,"array([3.20390529, 5.54044681])"
1147,10363,"array([3.13276309, 5.19587607])"
1148,4292,"array([3.28819731, 5.90838531])"
1149,4293,"array([3.46422607, 5.76587459])"
1150,10754,"array([2.97343315, 5.40413888])"
1151,6644,"array([2.90252683, 5.35274356])"
1152,10625,"array([3.06213242, 5.26003484])"
1153,6646,"array([3.39289647, 5.8147993 ])"
1154,8052,"array([3.24267444, 5.83186744])"
1155,6648,"array([3.0947375 , 5.41924928])"
1156,10366,"array([2.93709044, 5.87688846])"
1157,6650,"array([3.03311684, 5.50305311])"
1158,10367,"array([2.73653652, 5.49602457])"
1159,6652,"array([3.24697498, 5.78204466])"
1160,6653,"array([3.21852488, 5.5412746 ])"
1161,6654,"array([3.34815161, 5.56796309])"
1162,4306,"array([3.20042052, 5.63982347])"
1163,4307,"array([3.1200912, 5.4338907])"
1164,10368,"array([3.04873612, 5.47682745])"
1165,4309,"array([3.14140399, 5.42329103])"
1166,4310,"array([3.05422465, 5.5132738 ])"
1167,6656,"array([3.67354022, 5.1880976 ])"
1168,8056,"array([3.64359279, 5.30688763])"
1169,6658,"array([3.79111645, 4.67167759])"
1170,4314,"array([3.19760681, 5.56039574])"
1171,6659,"array([3.44277209, 5.07543877])"
1172,6660,"array([3.22913485, 5.33208401])"
1173,6661,"array([3.6207073 , 5.29227035])"
1174,6662,"array([3.9976444 , 5.26683389])"
1175,4319,"array([3.10923243, 5.62848493])"
1176,6663,"array([2.593826  , 5.59328496])"
1177,6664,"array([3.35247413, 4.97659617])"
1178,6665,"array([3.18870102, 5.13347085])"
1179,6666,"array([3.43927914, 4.91150564])"
1180,6667,"array([3.73995137, 4.73017623])"
1181,6668,"array([3.40518193, 4.71158179])"
1182,6669,"array([3.69115926, 5.00625751])"
1183,4327,"array([2.91678687, 5.64754161])"
1184,6670,"array([3.65723401, 4.99832593])"
1185,6671,"array([4.26057325, 4.79708319])"
1186,8057,"array([3.30133064, 5.82768193])"
1187,6673,"array([4.00450016, 5.61243256])"
1188,8058,"array([3.25848663, 5.21009645])"
1189,6675,"array([3.67998198, 4.97158458])"
1190,8059,"array([2.84216348, 5.45328957])"
1191,6677,"array([3.69153785, 5.27746633])"
1192,6678,"array([3.53711077, 5.02228631])"
1193,6679,"array([3.36430087, 5.02315845])"
1194,6680,"array([3.4406802 , 5.04871387])"
1195,6681,"array([3.51301915, 5.06397158])"
1196,6682,"array([3.41284779, 4.8076878 ])"
1197,6683,"array([3.479845  , 5.15948038])"
1198,1198,"array([3.66420518, 5.1509296 ])"
1199,6684,"array([3.45203408, 4.89004488])"
1200,1200,"array([3.54399379, 5.08204807])"
